"loan_amnt","term","int_rate","installment","grade","home_ownership","annual_inc","verification_status","purpose","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","default","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
22000,36,13.67,748.39,1,"MORTGAGE",96000,"Verified","debt_consolidation",21.25,0,680,1,27,0,8,0,14106,26,634,630,0,27,1,0,0,10,32701,0,0,138,287,3,3,4,3,27,3,27,3,2,7,15,0,3,88.5,0,0,292440,20700,11000,"no",1,1,1,1,4,7158,66,0,3,2,67.7,0,10,85
8400,36,12.88,282.55,1,"MORTGAGE",95000,"Source Verified","home_improvement",26.33,0,705,0,0,0,8,0,8867,12,759,755,0,0,0,0,0,3,29729,0,0,55,114,21,3,2,62,0,20,0,0,2,6,4,0,2,100,0,0,261105,6800,83979,"no",2,4,2,3,1,4452,85,1,3,0,98,0,9,93
15000,36,6.89,462.41,0,"MORTGAGE",120000,"Not Verified","debt_consolidation",29.49,0,770,0,0,0,18,0,14462,41,779,775,0,0,0,0,0,8,13039,0,0,325,120,14,8,2,14,0,8,0,0,4,11,28,0,2,100,0,0,367789,49800,105239,"no",0,4,2,3,2,8698,52,2,0,3,29,0,0,79
5600,36,8.38,176.47,2,"OWN",44000,"Verified","credit_card",20.92,0,685,0,25,0,8,0,10416,16,754,750,0,43,0,0,0,13,15831,0,0,159,156,7,7,1,7,0,2,0,1,4,6,9,0,1,87.5,0,0,143373,8300,28333,"no",0,1,0,2,1,2767,84,2,0,2,90,0,6,85
3500,36,13.18,118.24,1,"MORTGAGE",65400,"Not Verified","car",16.26,0,675,2,0,77,7,1,1445,24,729,725,0,58,0,0,1057,2,4536,0,0,155,177,0,0,2,14,0,0,0,0,3,6,17,0,3,79,1,0,33498,3200,29598,"no",2,2,2,2,3,650,37,0,0,3,45,0,10,87
14000,60,13.67,323.37,1,"MORTGAGE",80000,"Source Verified","credit_card",25.79,0,675,1,0,0,10,0,8554,19,559,555,0,0,0,0,712,6,6027,0,0,78,90,4,4,1,4,0,4,0,0,1,9,9,0,5,100,0,0,95858,11300,63058,"yes",3,3,2,3,4,4352,63,2,0,4,38.5,0,4,82
12650,36,16.99,450.95,3,"RENT",37000,"Verified","debt_consolidation",37.95,0,695,1,0,0,7,0,13854,22,699,695,0,0,0,0,0,3,5559,0,0,175,189,3,3,0,32,0,3,0,0,2,7,15,0,2,100,0,0,51420,10800,34320,"no",2,2,1,2,1,7991,76,1,0,3,98.9,0,3,73
13250,60,18.49,340.01,3,"MORTGAGE",59000,"Source Verified","debt_consolidation",31.63,0,670,0,64,0,16,0,28131,30,584,580,0,0,0,0,0,4,27324,0,0,242,237,26,4,3,26,0,20,0,0,5,13,14,0,1,96.7,0,0,381646,20000,31246,"yes",1,3,1,3,0,5937,64,1,4,0,81.6,0,9,57
5000,36,13.18,168.91,1,"RENT",39000,"Source Verified","debt_consolidation",15.85,0,675,2,32,0,7,0,2087,20,544,540,0,32,0,0,3562,6,2449,0,0,57,37,8,6,0,8,0,0,0,3,3,16,4,0,3,85,0,0,21328,3900,17428,"yes",1,4,2,3,2,1694,80,4,0,4,53.5,0,4,86
16000,60,8.38,327.34,2,"MORTGAGE",60000,"Not Verified","credit_card",29.17,0,705,0,0,0,15,0,34518,29,554,550,0,0,0,0,0,46,3145,0,0,137,223,2,2,3,19,0,2,0,0,5,6,20,0,2,100,0,0,76502,19300,24402,"yes",2,1,0,0,4,4293,53,1,8,1,64.5,0,0,26
9000,36,12.59,301.48,1,"OWN",110000,"Verified","debt_consolidation",12.49,0,660,2,0,16,4,2,1528,7,694,690,0,0,0,0,591,13,14293,0,0,159,42,29,13,0,42,0,3,0,0,1,5,2,0,0,100,0,2,68744,1500,63644,"no",0,2,0,2,0,1528,70,7,1,4,101.9,0,4,82
8400,36,7.89,262.8,0,"RENT",33000,"Verified","debt_consolidation",6.69,0,670,0,30,0,13,0,7204,26,704,700,1,30,0,0,109,75,720,0,0,136,136,7,7,0,7,30,10,30,0,2,4,22,0,1,88.5,0,0,29400,9800,0,"no",0,0,0,0,2,2354,25,0,2,1,25.1,0,0,97
8500,36,7.89,265.93,0,"MORTGAGE",60000,"Not Verified","credit_card",29.4,0,715,0,29,57,12,1,4337,23,554,550,0,0,0,0,0,17,24488,0,0,255,217,16,4,1,29,29,4,29,0,4,11,11,0,1,91.3,1,0,322993,4400,60193,"no",1,4,0,3,2,1347,60,0,2,3,56.4,0,10,64
5000,36,11.22,164.22,2,"RENT",25000,"Verified","debt_consolidation",5.71,0,695,0,0,0,4,0,3982,9,654,650,0,0,0,0,0,0,996,0,0,0,140,11,11,0,22,0,10,0,0,1,0,9,0,1,100,0,0,4700,1000,0,"no",0,0,0,0,4,964,85,0,0,2,96.4,0,5,81
13200,60,8.49,270.76,2,"MORTGAGE",108000,"Not Verified","home_improvement",24.82,0,710,0,0,0,18,0,72761,27,529,525,0,0,0,0,50,11,15852,0,0,164,178,16,11,1,40,0,5,0,0,8,6,19,0,1,100,0,0,385845,54500,14195,"yes",0,1,1,1,1,16603,62,0,3,3,73.1,0,10,86
5000,36,9.76,160.78,2,"OWN",42000,"Verified","other",19.89,1,705,0,13,0,7,0,3495,7,704,700,0,0,0,0,0,0,8477,0,0,63,56,17,17,0,20,13,17,13,0,2,4,3,0,0,85.7,0,0,66512,9000,56512,"no",1,1,1,1,2,5209,68,1,0,3,38.8,0,0,69
11500,36,17.57,413.28,3,"OWN",75000,"Source Verified","medical",3.23,0,670,2,53,46,13,1,2822,33,664,660,0,0,0,0,0,111,571,0,0,136,136,0,0,0,7,0,0,0,0,3,4,29,0,4,92.3,1,0,32083,3700,10483,"no",2,1,0,0,11,700,21,0,0,3,21.1,0,3,38
20000,60,15.77,483.93,3,"OWN",60000,"Source Verified","home_improvement",9.02,0,685,1,44,62,6,3,195,37,739,735,0,0,0,0,728,12,2810,0,0,156,161,1,1,1,8,0,0,0,0,2,28,8,0,4,94.3,1,2,42732,17800,24132,"no",1,1,2,3,2,187,40,2,16,8,1.1,0,10,69
12250,36,14.85,423.76,1,"RENT",26679.38,"Verified","debt_consolidation",34.1,0,710,0,0,0,14,0,10914,17,564,560,0,0,0,0,0,3,2058,0,0,60,48,15,3,0,15,0,3,0,0,3,6,11,0,1,100,0,0,48015,15900,21615,"yes",1,4,1,1,1,6864,60,0,1,1,64.5,0,4,83
25000,60,17.86,632.94,3,"OWN",102000,"Not Verified","debt_consolidation",15.87,0,680,1,49,0,12,0,27455,21,724,720,0,0,0,0,100,11,28767,0,0,94,330,13,11,2,19,49,0,49,0,3,4,14,0,1,85.7,0,0,340758,25500,73275,"no",0,3,1,2,5,12885,78,2,0,3,82,0,10,87
15975,36,16.59,566.3,3,"MORTGAGE",58800,"Not Verified","debt_consolidation",20.45,0,665,1,29,0,11,0,9196,23,694,690,0,55,0,0,0,13,1092,0,0,125,198,1,1,1,1,30,0,29,1,6,4,17,0,2,59.1,0,0,17800,8500,5000,"no",1,1,0,2,2,2417,61,2,0,2,83.7,0,4,34
11000,36,6.49,337.09,0,"RENT",62000,"Source Verified","debt_consolidation",16.59,0,700,0,0,0,8,0,23924,18,734,730,0,0,0,0,0,38,3525,0,0,113,119,7,7,0,44,0,9,0,0,2,6,12,0,2,100,0,0,46100,16700,8600,"no",0,1,0,0,2,7664,61,0,6,1,59.6,0,3,50
20000,36,12.88,672.73,1,"RENT",65000,"Source Verified","debt_consolidation",21.14,0,690,0,0,0,14,0,22606,24,689,685,0,0,0,0,74,20,3286,0,0,135,52,13,13,0,13,0,13,0,0,8,9,15,0,0,100,0,0,68844,26100,34244,"no",0,1,0,1,7,4991,67,1,0,0,63.9,0,4,68
21000,36,6.89,647.37,0,"MORTGAGE",109000,"Source Verified","debt_consolidation",13.41,0,680,0,64,0,11,0,22041,37,729,725,0,68,0,0,0,38,37902,0,0,220,145,27,1,2,27,0,1,0,8,3,24,11,0,1,70.3,0,0,444217,19800,181301,"no",1,2,0,0,0,8897,58,0,0,5,86.2,0,10,49
28000,36,11.22,919.61,2,"MORTGAGE",78624,"Verified","debt_consolidation",27.34,0,720,0,0,0,16,0,32344,37,689,685,0,0,0,0,0,23,11404,0,0,151,403,4,4,4,25,0,9,0,0,5,9,24,0,1,100,0,0,246101,60600,64083,"no",1,2,0,1,3,14817,47,1,0,1,53.4,0,0,59
35000,60,17.97,888.2,3,"RENT",70000,"Verified","credit_card",26.28,0,700,0,0,0,11,0,36412,24,729,725,0,0,0,0,0,10,5298,0,0,196,142,8,8,0,8,0,10,0,0,4,9,15,0,2,100,0,0,84430,32500,44030,"no",0,3,1,1,3,26386,69,2,6,1,101.1,0,0,50
6000,36,7.89,187.72,0,"RENT",30000,"Source Verified","debt_consolidation",6.84,0,790,1,0,0,5,0,4849,14,779,775,0,0,0,0,0,82,975,0,0,82,103,4,4,0,4,0,4,0,0,3,3,11,0,1,100,0,0,33750,28000,2250,"no",1,1,0,0,2,1139,14,0,0,1,8.9,0,3,1
7675,36,12.88,258.16,1,"RENT",37835,"Source Verified","debt_consolidation",31.59,0,695,0,0,0,4,0,3614,8,749,745,0,0,0,0,0,14,7774,0,0,29,55,17,14,0,21,0,10,0,0,1,2,5,0,0,100,0,0,42025,4500,32402,"no",0,2,0,1,4,3614,74,1,0,1,80.3,0,3,70
4600,36,9.76,147.92,2,"MORTGAGE",63000,"Not Verified","credit_card",37.75,0,730,0,0,85,11,2,9912,37,744,740,0,0,0,0,0,4,10105,0,0,161,152,18,4,3,18,0,4,0,0,4,23,11,0,3,100,0,2,148442,23000,125442,"no",1,6,3,4,2,5311,71,1,1,2,43.1,0,9,78
5000,36,11.48,164.84,2,"RENT",11520,"Verified","debt_consolidation",21.46,0,745,0,0,0,6,0,2322,6,744,740,0,0,0,0,0,0,387,0,0,0,49,8,8,0,32,0,0,0,0,4,0,6,0,1,100,0,0,10000,4600,0,"no",0,0,0,0,1,440,23,0,0,0,25.8,0,10,54
5000,36,7.26,154.99,0,"RENT",43000,"Source Verified","debt_consolidation",24.64,3,705,0,12,0,18,0,7061,44,739,735,0,27,0,0,772,20,1859,0,0,115,221,12,12,0,21,19,20,19,0,4,7,37,0,1,88.6,0,0,52409,8400,31809,"no",0,2,0,3,4,1838,60,2,0,0,49.2,0,10,77
30000,60,13.67,692.93,1,"RENT",80000,"Verified","debt_consolidation",21.11,0,705,0,0,0,12,0,57888,16,729,725,0,0,0,0,0,78,5707,0,0,109,255,8,8,0,34,0,8,0,0,3,9,7,0,1,100,0,0,84590,56500,23090,"no",0,8,0,0,1,29728,81,1,1,1,93.8,0,10,46
5000,36,9.8,160.87,2,"MORTGAGE",67800,"Source Verified","debt_consolidation",3.42,0,665,1,69,73,10,1,5027,25,674,670,0,69,0,0,0,107,22415,0,0,109,136,1,1,2,1,73,1,73,4,2,2,21,0,2,84,1,0,186000,4900,0,"no",1,0,0,0,4,2084,49,1,0,2,67,0,6,83
2100,36,13.44,71.21,1,"MORTGAGE",121000,"Source Verified","medical",19.23,0,700,1,0,0,11,0,75048,21,699,695,0,0,0,0,0,51,18272,0,0,141,204,2,2,2,38,0,0,0,0,5,3,16,0,1,100,0,0,244400,71700,7900,"no",1,1,0,0,1,24133,91,0,1,1,97.9,0,2,104
10000,36,10.64,325.69,2,"RENT",73500,"Verified","debt_consolidation",6.99,0,685,0,72,0,6,0,4344,11,509,505,0,72,0,0,0,3,69690,0,0,134,66,6,3,1,6,0,11,0,1,4,6,4,0,2,90.9,0,0,429965,9700,7000,"no",2,1,1,1,3,3816,67,0,0,1,44.8,0,2,99
5000,36,5.32,150.58,0,"RENT",108000,"Not Verified","credit_card",19.49,0,790,2,0,0,12,0,4618,26,789,785,0,0,0,0,0,5,15983,0,0,100,142,17,5,0,17,0,5,0,0,4,17,9,0,2,100,0,0,264834,57100,192734,"no",1,4,2,3,1,3264,30,2,1,3,7.8,0,2,72
4500,36,6.24,137.39,0,"RENT",60000,"Not Verified","credit_card",10.86,0,765,0,0,0,5,0,4217,14,769,765,0,0,0,0,0,13,5948,0,0,153,131,9,9,2,9,0,9,0,0,1,7,5,0,1,100,0,0,54800,18000,30200,"no",0,1,0,2,2,4217,54,1,3,1,23.4,0,9,85
6000,36,11.22,197.06,2,"MORTGAGE",29000,"Verified","other",19.78,2,665,0,13,0,7,0,3139,13,744,740,0,13,0,0,0,8,16770,0,0,219,479,4,4,2,4,0,8,44,3,3,5,6,1,3,69.2,0,0,130336,3500,18933,"no",1,2,1,1,4,1948,56,3,2,6,83.9,0,3,51
15000,60,16.55,369.17,3,"RENT",36816,"Verified","debt_consolidation",39.7,0,665,1,41,0,8,0,5339,22,594,590,0,0,0,0,0,1,5491,0,0,149,164,2,1,0,42,0,2,0,0,3,13,9,0,5,100,0,0,56393,5300,47193,"yes",3,3,3,4,2,2048,78,0,2,2,80.9,0,7,82
12000,36,7.26,371.96,0,"OWN",44000,"Not Verified","debt_consolidation",15.55,0,715,1,0,115,14,1,12386,22,714,710,0,0,0,0,0,70,6760,0,0,70,255,6,6,1,21,0,2,0,0,3,1,20,0,1,100,1,0,121214,15500,0,"no",1,0,0,0,4,4097,30,1,1,1,63.9,0,10,76
17875,36,18.99,655.14,4,"RENT",80000,"Source Verified","debt_consolidation",36.62,10,675,2,20,0,23,0,16102,37,659,655,0,20,0,0,0,6,7492,0,0,147,150,44,6,0,101,24,2,24,10,5,27,10,10,1,52.9,0,0,158265,27500,130765,"no",1,16,1,1,0,6778,109,1,0,2,58.6,0,3,120
35000,36,17.27,1252.56,3,"MORTGAGE",98000,"Source Verified","debt_consolidation",19.74,0,685,3,0,0,18,0,13676,43,689,685,0,0,0,0,0,3,18552,0,0,139,356,3,3,6,11,0,3,0,0,4,17,19,0,7,95.3,0,0,371902,11200,133532,"no",5,7,3,6,8,6005,80,0,0,4,65.5,0,0,86
15000,36,10.64,488.53,2,"RENT",91000,"Not Verified","other",20.65,0,735,1,79,108,11,1,12516,18,694,690,0,0,0,0,0,5,5493,0,0,129,185,1,1,0,1,0,6,0,0,6,7,11,0,4,94.4,0,1,140370,84600,55770,"no",2,3,2,3,3,5129,43,0,1,2,14.8,0,10,86
4000,36,11.22,131.38,2,"RENT",38500,"Source Verified","debt_consolidation",16.9,0,665,0,0,0,17,0,5723,18,499,0,0,0,0,0,247,11,2306,0,0,59,226,3,3,0,3,0,0,0,0,2,10,8,0,4,100,0,0,43600,4000,31000,"yes",3,10,1,2,3,2098,90,0,0,0,76.9,0,0,108
14000,60,18.99,363.1,4,"RENT",50000,"Verified","debt_consolidation",18.7,0,680,0,0,0,6,0,10299,11,689,685,0,0,0,0,0,7,7321,0,0,62,110,17,7,0,17,0,7,0,0,2,4,7,0,1,100,0,0,49067,8400,38767,"no",0,2,1,2,1,4442,90,2,0,5,100.1,0,2,87
5000,36,11.99,166.05,1,"RENT",14000,"Verified","debt_consolidation",10.38,0,680,0,0,23,6,2,3992,8,499,0,0,0,0,0,390,78,665,0,0,78,83,8,8,0,8,0,8,0,0,1,1,6,0,1,100,0,1,10241,800,0,"yes",0,0,0,0,2,321,39,0,0,2,40.1,0,10,82
35000,60,14.85,829.9,1,"OWN",158000,"Verified","credit_card",25.27,0,675,0,0,0,33,0,157802,51,654,650,0,0,0,0,0,16,7404,0,0,245,255,9,9,1,22,0,9,0,0,11,12,38,0,1,100,0,0,350036,38900,51835,"no",0,2,0,2,5,9160,75,0,0,2,83.9,0,3,76
14400,36,7.91,450.65,0,"MORTGAGE",70000,"Not Verified","debt_consolidation",18.7,0,690,2,0,0,7,0,12115,13,679,675,0,0,0,0,0,12,3135,0,0,75,72,1,1,0,51,0,1,0,0,3,5,8,0,2,100,0,0,43933,10000,27533,"no",1,2,1,2,1,7079,50,1,3,4,83.6,0,2,36
15000,36,11.99,498.15,1,"MORTGAGE",80000,"Not Verified","small_business",22.34,0,670,0,48,80,10,1,10251,32,539,535,0,65,0,0,1135,15,4959,0,0,174,318,13,13,6,13,48,4,48,2,5,8,17,0,0,90,1,0,71517,12500,53517,"no",0,3,0,2,2,3144,70,3,0,2,63.2,0,8,83
10000,36,9.76,321.55,2,"MORTGAGE",1e+05,"Source Verified","debt_consolidation",9.48,0,710,0,50,0,10,0,5034,27,649,645,0,50,0,0,150,7,23522,0,0,136,275,3,3,3,9,65,9,65,1,2,12,12,0,7,81.5,0,0,233431,6000,20006,"no",2,2,3,3,6,859,47,0,0,5,23.6,0,10,69
16000,60,8.38,327.34,2,"MORTGAGE",90000,"Not Verified","debt_consolidation",15.61,0,715,0,0,0,6,0,8302,42,824,820,0,0,0,0,0,9,97202,0,0,193,158,16,1,1,16,0,1,0,0,2,34,7,0,2,100,0,0,588036,9800,238729,"no",1,2,1,2,2,6851,85,7,0,3,84.7,0,1,93
9000,36,13.18,304.03,1,"RENT",35000,"Source Verified","credit_card",19.17,0,670,1,0,0,6,0,6434,7,524,520,0,0,0,0,0,10,8912,0,0,64,40,12,10,0,12,0,4,0,0,2,2,5,0,2,100,0,0,58098,8200,48898,"yes",0,2,1,1,2,4235,92,2,0,3,78.5,0,0,96
6025,36,12.59,201.82,1,"RENT",52000,"Source Verified","debt_consolidation",12.99,0,670,0,0,0,5,0,5599,8,704,700,0,0,0,0,0,3,5637,0,0,102,70,23,3,0,23,0,3,0,0,3,2,6,0,1,100,0,0,29367,5100,23367,"no",1,1,1,1,1,2686,96,0,0,3,97.6,0,8,97
3000,36,11.22,98.53,2,"RENT",42000,"Verified","major_purchase",35.29,0,690,0,73,0,27,0,11885,52,624,620,0,0,0,0,127,5,3527,0,0,229,237,7,5,0,7,0,5,0,0,3,15,37,0,2,98.1,0,0,126140,34000,78840,"no",1,11,1,2,3,5480,67,2,2,4,29.8,0,7,92
6000,36,9.17,191.28,2,"RENT",50000,"Source Verified","car",16.68,0,685,1,49,0,10,0,10041,27,699,695,0,49,0,0,0,13,2683,0,0,242,197,3,3,2,4,54,4,54,4,4,7,18,0,2,77.8,0,0,34792,8800,21492,"no",2,2,0,2,4,2932,77,0,2,1,94.8,0,10,78
15000,60,14.48,352.77,1,"MORTGAGE",48500,"Source Verified","home_improvement",26.58,0,675,2,0,0,8,0,14015,20,529,525,0,0,0,0,0,31,9773,0,0,218,131,5,5,0,35,0,5,0,0,2,13,7,0,2,100,0,0,85538,8500,64838,"yes",2,2,0,0,2,4346,61,0,0,2,96.4,0,10,43
24000,36,13.44,813.76,1,"MORTGAGE",89000,"Verified","credit_card",37.63,0,705,1,0,0,17,0,91571,44,639,635,0,0,0,0,0,30,12604,0,0,120,354,4,4,8,33,0,4,0,0,6,11,23,0,1,97.7,0,0,276253,70700,29671,"no",1,1,0,0,1,25269,64,0,6,1,94.9,0,6,14
2200,36,11.22,72.26,2,"RENT",46000,"Verified","other",24.79,0,665,1,26,0,23,0,5881,34,674,670,0,26,0,0,2003,19,981,0,0,167,123,3,3,0,3,26,5,26,3,6,10,23,0,6,82.4,0,0,54127,16700,31327,"no",2,5,0,1,8,3436,40,1,0,5,35.2,0,10,50
10000,36,9.17,318.79,2,"RENT",27000,"Source Verified","credit_card",12.31,0,660,1,43,0,13,0,7756,22,774,770,0,43,0,0,834,0,646,0,0,0,219,8,8,2,12,0,2,0,1,4,0,20,0,2,95.2,0,0,28300,16500,0,"no",0,0,0,0,7,2615,27,0,0,2,45.7,0,0,83
20000,36,9.76,643.1,2,"RENT",92000,"Verified","credit_card",12.28,0,670,0,71,0,19,0,22145,32,684,680,0,0,0,0,0,42,1562,0,0,138,121,11,11,0,11,0,18,0,0,11,7,25,0,2,96.9,0,0,51502,23900,16402,"no",0,1,0,0,7,5653,55,0,0,0,75.3,0,5,36
7200,36,12.88,242.19,1,"MORTGAGE",70000,"Verified","car",18.28,1,670,1,11,0,12,0,9938,18,674,670,0,11,0,0,0,11,13274,0,0,111,176,5,5,2,23,0,0,0,1,2,6,10,1,2,94.1,0,0,243728,3300,23632,"no",1,2,1,2,2,2026,58,8,1,7,81.6,0,10,49
15425,36,13.18,521.07,1,"RENT",38600,"Source Verified","major_purchase",23.2,0,705,2,0,0,12,0,11139,13,654,650,0,0,0,0,0,16,3000,0,0,45,42,2,2,0,2,0,2,0,0,6,2,9,0,3,100,0,0,87986,20000,32223,"no",1,1,0,1,6,2220,43,0,3,6,19.9,0,10,77
35000,36,11.99,1162.34,1,"MORTGAGE",155000,"Source Verified","credit_card",29.78,1,690,0,22,0,11,0,54066,22,644,640,0,0,0,0,0,6,8553,0,0,113,225,34,6,1,34,0,21,0,0,9,6,15,0,1,95,0,0,149199,67100,82099,"yes",1,2,1,2,0,18386,86,0,0,0,80.6,0,8,96
11200,60,18.99,290.48,4,"MORTGAGE",33000,"Verified","debt_consolidation",36.62,0,685,0,0,0,16,0,31600,31,544,540,0,0,0,0,0,25,7491,0,0,69,142,25,25,2,26,0,21,0,0,10,3,26,0,0,100,0,0,149541,29800,0,"yes",0,0,0,0,0,6879,64,0,2,0,98,0,10,75
12000,36,6.99,370.48,0,"MORTGAGE",50148,"Not Verified","debt_consolidation",16.08,0,755,1,44,0,13,0,15962,23,784,780,0,0,0,0,0,26,13140,0,0,107,269,2,2,1,60,0,2,0,0,2,2,20,0,1,95.7,0,0,187873,14700,23423,"no",1,1,0,0,1,2626,43,1,7,1,18.8,0,10,66
9150,36,16.55,324.18,3,"RENT",111000,"Verified","debt_consolidation",13.98,2,680,4,69,60,17,1,400,35,564,560,0,19,0,0,0,5,4645,0,0,126,393,3,3,0,3,0,0,0,0,5,14,21,2,6,77,1,0,82770,7250,71320,"yes",2,7,2,2,9,164,3,2,4,6,5,0,10,110
35000,36,7.49,1088.56,0,"MORTGAGE",150000,"Source Verified","debt_consolidation",21.75,0,755,1,0,0,14,0,6282,25,684,680,0,0,0,0,0,1,20689,0,0,112,159,13,1,5,32,0,3,0,0,6,10,10,0,4,100,0,0,363706,22900,100942,"no",2,5,4,4,1,4098,55,2,2,2,24.7,0,0,65
24000,36,9.17,765.1,2,"RENT",94000,"Not Verified","credit_card",4.88,0,685,0,0,0,15,0,12950,17,769,765,0,0,0,0,0,0,996,0,0,0,113,2,2,0,2,0,24,0,0,5,0,17,0,1,100,0,0,30600,17200,0,"no",1,0,0,0,2,4278,42,0,0,0,60.6,0,10,80
9000,36,5.32,271.04,0,"RENT",70000,"Not Verified","credit_card",13.17,0,715,0,52,0,35,0,3124,65,734,730,0,52,0,0,0,6,3752,0,0,130,203,7,6,2,7,0,17,0,1,3,42,21,0,4,98.5,0,0,180422,58200,122222,"no",1,24,1,4,3,3044,71,1,1,0,5.4,0,10,102
3500,36,7.89,109.5,0,"RENT",58000,"Not Verified","other",25.51,0,705,0,0,0,29,0,25088,47,714,710,0,0,0,0,0,4,3015,0,0,194,176,12,4,0,12,0,0,0,0,5,26,21,0,3,100,0,0,114999,22700,72999,"no",2,15,2,4,1,5214,76,0,0,0,64.8,0,7,85
7200,36,7.91,225.33,0,"RENT",36000,"Source Verified","credit_card",12.62,0,665,0,0,0,8,0,7138,22,744,740,0,0,0,0,0,19,3284,0,0,101,69,9,9,0,9,0,19,0,0,4,14,8,0,1,100,0,0,32256,7500,21756,"no",0,2,0,1,2,2396,81,0,0,0,89.7,0,0,88
14400,36,13.99,492.09,1,"MORTGAGE",56281,"Not Verified","home_improvement",24.99,2,670,2,11,0,12,0,10710,18,669,665,0,11,0,0,105,17,6602,0,0,133,77,1,1,2,1,0,0,0,0,5,5,11,1,3,88.9,0,0,120028,12200,48543,"no",2,3,0,1,4,4121,47,1,0,6,73.6,0,4,41
7300,36,7.26,226.28,0,"OWN",60000,"Verified","debt_consolidation",18.2,0,715,0,39,0,20,0,7410,41,754,750,0,0,0,0,0,8,2755,0,0,123,113,13,8,0,13,0,8,0,0,2,20,20,0,1,97.5,0,0,80933,22100,58333,"no",0,9,1,2,2,5113,61,1,0,1,33.5,0,5,72
10000,36,8.38,315.12,2,"MORTGAGE",68000,"Source Verified","credit_card",17.29,0,675,0,0,76,19,1,9484,44,599,595,0,0,0,0,0,2,7673,0,0,131,181,15,2,4,32,0,15,0,0,1,19,21,0,4,100,1,0,166435,6700,136735,"yes",2,8,4,7,4,6557,68,0,8,0,97.9,0,0,83
15000,60,13.67,346.47,1,"RENT",83327,"Verified","other",11.06,0,660,0,0,0,5,0,14014,5,794,790,0,0,0,0,0,27,6254,0,0,27,56,19,19,0,19,0,0,0,0,4,1,4,0,0,100,0,0,40674,14200,26474,"no",0,1,0,0,1,6487,77,0,0,0,98.7,0,10,65
12000,36,12.88,403.64,1,"OWN",38000,"Source Verified","debt_consolidation",19.74,0,720,0,65,0,5,0,6122,9,704,700,1,65,0,0,0,18,6512,0,0,18,142,17,17,0,39,0,0,0,1,2,1,5,0,0,88.9,0,0,42325,7700,32325,"no",0,1,0,1,1,3447,77,0,0,0,79.5,0,2,82
15250,36,13.18,515.16,1,"OWN",57000,"Verified","credit_card",26.58,0,695,1,0,0,19,0,10079,35,679,675,0,0,0,0,0,6,16304,0,0,79,131,2,2,4,2,0,2,0,0,4,8,19,0,4,100,0,0,303788,20700,51898,"no",4,2,1,2,6,3057,64,2,0,1,42.7,0,7,83
9600,36,6.24,293.1,0,"OWN",28000,"Not Verified","credit_card",21.05,0,725,0,0,0,10,0,11741,13,674,670,0,0,0,0,0,114,2297,0,0,115,253,21,21,0,21,0,0,0,0,4,4,9,0,0,100,0,0,59964,38700,15464,"no",0,1,0,0,2,3763,38,0,0,0,27,0,10,73
6700,36,10.64,218.21,2,"RENT",64000,"Verified","debt_consolidation",22.01,0,735,1,0,0,13,0,17286,28,759,755,0,0,0,0,0,8,4352,0,0,116,173,2,2,0,2,0,3,0,0,2,6,22,0,4,100,0,0,105223,34400,43023,"no",2,2,2,3,3,7523,54,0,0,2,33.6,0,4,91
28000,36,6.89,863.16,0,"RENT",135000,"Verified","debt_consolidation",20.13,0,755,0,0,0,12,0,16385,15,744,740,0,0,0,0,0,14,6870,0,0,21,187,40,14,0,40,0,6,0,0,1,2,12,0,0,100,0,0,126649,40900,42438,"no",0,2,0,2,0,16132,60,2,0,1,39.4,0,1,74
25000,36,11.99,830.24,1,"MORTGAGE",119000,"Not Verified","debt_consolidation",11.67,6,670,0,10,0,21,0,72227,42,644,640,0,41,0,0,372,10,9234,0,0,124,385,45,10,4,89,11,0,10,0,3,7,31,0,1,71.4,0,0,272092,11400,20492,"no",0,2,1,1,0,4258,34,2,4,4,63.7,0,10,19
12000,60,13.18,274.15,1,"MORTGAGE",150000,"Not Verified","debt_consolidation",6.46,1,685,1,15,63,11,2,30972,24,744,740,0,38,0,0,0,8,29319,0,0,142,337,6,6,2,77,38,6,15,2,0,5,17,0,2,66.7,0,0,370580,3500,7500,"no",1,1,1,1,1,0,38,2,0,2,0,0,10,94
