"loan_amnt","term","int_rate","installment","grade","home_ownershipMORTGAGE","home_ownershipOWN","home_ownershipRENT","annual_inc","verification_statusNot.Verified","verification_statusSource.Verified","verification_statusVerified","loan_status","purposecar","purposecredit_card","purposedebt_consolidation","purposehome_improvement","purposehouse","purposemajor_purchase","purposemedical","purposemoving","purposeother","purposerenewable_energy","purposesmall_business","purposevacation","dti","delinq_2yrs","fico_range_low","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","total_acc","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","application_type","acc_now_delinq","tot_coll_amt","mths_since_rcnt_il","avg_cur_bal","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_il_tl","num_rev_accts","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bc_limit","total_il_high_credit_limit","open_acc_6m","open_act_il","open_il_12m","open_il_24m","open_rv_24m","max_bal_bc","all_util","inq_fi","total_cu_tl","inq_last_12m","bc_util","num_tl_120dpd_2m","emp_length","il_util"
25000,36,17.97,903.44,3,1,0,0,132000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9.05,0,680,0,47,0,8,0,7087,11,544,540,0,47,0,0,0,1,40396,0,0,52,17,6,1,2,6,0,10,0,2,3,5,4,0,5,90,0,0,548956,12300,30188,2,3,3,3,4,4659,78,0,0,1,57.6,0,10,86
8000,36,9.17,255.04,0,1,0,0,65000,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,29.08,0,750,0,42,0,8,0,5955,21,724,720,0,0,1,0,0,9,20078,0,0,142,251,21,9,2,21,0,9,0,0,2,12,7,0,1,95.2,0,0,222028,9000,68952,0,4,1,2,1,1385,47,0,1,2,21.8,0,8,51
3600,36,10.64,117.25,0,1,0,0,70500,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,27.01,0,695,0,56,0,12,0,14128,39,634,630,0,56,1,0,0,8,17551,0,0,148,185,26,8,4,26,67,15,61,1,1,26,9,0,2,87.2,0,0,200161,1000,100061,0,7,2,7,0,916,87,1,0,0,91.6,0,8,87
16000,60,8.49,328.19,0,0,0,1,85000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,12.95,0,700,0,48,0,6,0,4347,17,789,785,0,60,0,0,0,18,5466,0,0,135,290,94,18,2,153,0,6,48,2,3,6,9,0,0,81.2,0,0,120345,82000,38345,0,2,0,1,0,2217,50,0,1,1,16.1,0,10,74
17000,36,9.17,541.95,0,0,0,1,101000,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.23,0,780,0,0,0,2,0,9030,8,709,705,0,0,0,0,0,113,6025,0,0,161,244,190,113,2,244,0,1,0,0,1,4,2,0,0,100,0,0,30615,14500,16115,0,1,0,0,0,9030,39,1,0,2,62.3,0,10,19
12800,60,13.67,295.65,2,0,1,0,35000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39.71,1,705,0,21,0,15,0,7452,26,534,530,0,21,1,0,0,9,5442,0,0,119,164,14,9,2,60,0,9,0,1,2,8,16,1,2,96.2,0,0,143149,15600,55820,0,2,2,2,1,6372,69,1,2,6,43.3,0,4,93
5525,36,12.59,185.07,1,0,0,1,33556,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.76,0,695,0,0,0,7,0,3667,33,569,565,0,0,0,0,0,70,524,0,0,141,65,11,3,0,11,0,7,0,0,2,26,6,0,2,100,0,0,7801,3200,0,1,0,0,0,4,938,47,3,0,6,57.9,0,5,45
21000,60,18.49,538.88,4,1,0,0,105960,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.46,0,695,0,0,0,19,0,40038,42,519,515,0,0,1,0,0,6,11694,0,0,161,245,5,5,5,19,0,12,0,0,5,13,24,0,4,100,0,0,269869,22900,68352,2,3,3,4,2,5918,71,0,0,1,98.9,0,10,72
12000,36,10.64,390.83,0,1,0,0,110000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9.46,1,700,2,9,0,14,0,12268,34,779,775,0,0,1,0,0,15,16481,0,0,169,204,14,14,2,14,0,1,9,1,4,7,25,0,0,90.3,0,0,311050,26800,6000,0,1,0,2,5,8388,37,3,4,2,44.2,0,6,80
16325,60,17.57,410.74,3,0,1,0,51000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.88,0,670,1,0,0,8,0,15087,14,709,705,0,0,0,0,89,12,3436,0,0,65,65,15,12,0,15,0,2,0,0,2,7,7,0,1,100,0,0,44018,8300,24918,0,2,1,3,3,5666,63,0,0,1,99.3,0,6,50
21000,36,12.59,703.44,2,0,0,1,98500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.08,1,665,0,6,0,9,0,35735,20,544,540,0,6,1,0,0,29,5595,0,0,137,227,12,12,2,43,6,12,6,1,3,8,10,1,1,90,0,0,84890,17500,45190,0,3,0,0,2,8297,59,0,7,1,102.1,0,4,32
8975,36,16.55,317.98,3,0,0,1,24500,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,29.84,1,690,2,13,62,10,1,2469,19,504,500,0,0,0,0,0,4,2903,0,0,107,128,2,2,0,53,0,2,0,0,1,12,7,0,2,88.2,1,0,37924,800,30924,2,4,1,1,3,707,77,1,0,4,88.4,0,0,86
6000,36,13.99,205.04,2,0,1,0,91000,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,20.82,0,705,1,37,0,16,0,14074,24,614,610,0,37,1,0,0,4,21677,0,0,119,163,7,4,1,9,0,0,0,1,3,4,19,0,4,91.7,0,0,577165,9600,64315,1,2,1,2,7,2885,77,2,0,5,77.5,0,10,98
15800,36,6.89,487.07,2,0,1,0,53000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20.29,0,770,1,0,0,18,0,18690,51,749,745,0,0,0,0,0,10,5163,0,0,203,252,3,3,0,3,0,3,0,0,5,24,27,0,6,100,0,0,156617,74900,77917,1,4,1,2,7,7470,62,0,5,1,31.5,0,0,89
21000,60,15.77,508.12,3,1,0,0,72500,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4.02,0,665,1,29,0,6,0,8602,13,709,705,0,52,0,0,132,17,26334,0,0,17,189,23,17,3,23,29,6,29,1,4,1,9,0,0,76.9,0,0,167129,10000,0,0,0,0,1,1,4526,61,0,0,1,86,0,3,84
17000,36,7.89,531.86,2,0,0,1,85000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12.13,0,725,0,0,0,8,0,26311,15,769,765,0,0,0,0,0,20,6770,0,0,115,181,44,20,2,53,0,0,0,0,3,3,10,0,0,100,0,0,61009,41000,19009,0,1,0,1,0,10756,67,0,0,0,64.2,0,1,75
35000,60,13.44,804.27,1,1,0,0,120000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10.9,0,740,2,0,81,12,1,13608,29,689,685,0,0,0,0,0,9,23511,0,0,181,217,6,6,6,13,0,3,0,0,2,10,13,0,4,100,0,0,339000,41900,37790,1,2,3,4,2,9332,49,6,1,15,32.5,0,10,70
22100,60,17.57,556.04,3,1,0,0,47000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34.45,0,730,2,0,0,15,0,20897,42,564,560,0,0,0,0,0,20,7704,0,0,143,182,0,0,8,0,0,0,0,0,5,10,24,0,3,100,0,0,190355,33300,30203,1,2,0,1,5,8249,47,3,1,5,55.7,0,8,52
14875,60,18.49,381.71,3,0,0,1,37231,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36.3,1,665,3,19,64,24,1,4665,49,629,625,0,50,0,0,882,1,2045,0,0,170,186,3,1,1,9,0,0,0,1,1,16,31,0,8,95.1,1,0,68739,3900,52039,5,6,2,3,11,255,68,3,3,5,6.5,0,3,81
11000,60,16.99,273.32,3,1,0,0,48000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19.55,0,700,0,42,0,12,0,9471,64,729,725,0,0,0,0,0,1,23430,0,0,147,134,5,1,4,8,42,1,42,0,3,29,31,0,6,98.4,0,0,313200,23100,187775,4,2,1,2,9,3416,53,0,1,2,35.8,0,2,100
7000,36,11.99,232.47,1,0,0,1,39500,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32.12,0,700,1,24,0,16,0,10082,18,664,660,0,24,0,0,690,11,1879,0,0,193,169,6,6,0,6,70,6,70,3,5,7,11,0,2,83.3,0,0,50654,15600,31254,1,7,1,2,3,6811,59,0,0,1,57.7,0,4,64
3600,36,6.89,110.98,2,1,0,0,55000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.51,0,810,0,0,0,12,0,2543,21,829,825,0,0,0,0,0,6,10585,0,0,164,221,28,6,2,28,0,6,0,0,1,10,9,0,1,100,0,0,249048,26400,56525,1,4,1,2,0,2543,49,1,2,1,9.6,0,10,75
27000,36,7.49,839.75,2,1,0,0,120000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.28,0,690,1,38,0,11,0,22415,44,674,670,0,38,0,0,0,17,38508,0,0,218,288,1,1,2,121,60,1,60,4,2,30,12,0,1,88.4,0,0,371502,22800,65452,1,5,0,2,1,14956,93,1,2,2,92.3,0,10,98
3000,36,6.24,91.6,1,1,0,0,66000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.42,0,690,0,59,0,5,0,6561,14,729,725,0,68,1,0,0,5,49610,0,0,133,279,28,5,3,28,0,4,0,1,3,4,7,0,1,85.7,0,0,272600,8600,10000,1,1,1,2,0,3004,85,0,1,1,76.3,0,5,93
16000,36,10.64,521.1,0,1,0,0,105000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19.25,0,690,0,66,0,19,0,12294,52,779,775,0,66,0,0,0,5,19767,0,0,150,253,1,1,7,2,66,9,66,4,5,12,33,0,8,88.5,0,0,412339,10800,43639,5,4,2,4,8,1444,72,4,0,2,43.2,0,8,85
15000,36,9.76,482.32,0,0,0,1,38000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.67,0,705,0,0,0,18,0,14776,28,719,715,0,0,1,0,0,13,1112,0,0,132,241,4,4,0,4,0,22,0,0,4,4,23,0,1,100,0,0,35200,19000,5300,1,1,0,2,2,5063,51,0,0,0,53.4,0,10,57
8000,36,11.22,262.75,0,1,0,0,29000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,10.32,1,675,1,22,0,9,0,5982,22,634,630,0,0,0,0,0,77,748,0,0,119,265,4,4,0,23,22,4,22,0,2,7,15,0,1,86.4,0,0,12500,5000,0,1,0,0,0,2,3338,48,0,1,1,95.5,0,1,88
24000,60,13.18,548.29,1,1,0,0,91657,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,28.92,1,690,0,5,0,19,0,46505,43,724,720,0,0,0,0,0,8,17133,0,0,122,124,3,3,5,3,0,8,0,0,3,16,19,0,3,97.7,0,0,364341,5400,116169,1,4,2,3,3,385,66,1,15,2,8.9,0,10,62
34975,60,15.41,839.6,3,0,0,1,120000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.49,0,690,0,43,0,23,0,43979,42,514,510,0,43,0,0,0,6,4599,0,0,140,209,4,4,4,4,0,6,0,1,9,15,22,0,6,97.5,0,0,157493,63300,70138,3,6,1,1,5,9118,67,1,1,4,63,0,6,84
21000,36,10.78,685.33,0,0,0,1,74196,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18.62,1,685,2,3,0,14,0,18498,17,684,680,0,0,1,0,0,11,2871,0,0,43,57,4,4,0,6,3,6,3,0,8,4,13,0,3,94.1,0,0,96478,61000,30578,2,2,1,2,3,4949,42,2,0,7,29.4,0,2,71
5950,36,11.48,196.16,0,1,0,0,1e+05,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9.67,0,690,0,33,0,8,0,50443,21,654,650,0,74,0,0,0,7,15445,0,0,221,242,8,7,2,8,0,7,50,0,2,8,12,0,3,86,0,0,139171,6000,76371,0,2,2,2,4,4332,80,0,0,3,87,0,10,96
20225,60,13.67,467.15,2,1,0,0,85000,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,7.06,0,690,0,0,89,14,1,15553,27,639,635,0,0,1,0,0,111,25503,0,0,131,405,5,5,1,5,0,10,0,0,4,3,23,0,2,100,1,0,401700,12600,0,2,0,0,0,6,3150,58,1,0,1,70.2,0,10,63
11000,60,18.99,285.29,4,1,0,0,130000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.49,4,660,2,6,0,8,0,8592,17,659,655,0,38,1,0,0,16,43338,0,0,29,281,43,16,4,43,6,0,6,1,2,4,9,0,0,70.6,0,0,308871,9500,9288,0,4,0,3,0,7407,97,0,0,4,90.4,0,1,104
35000,60,16.99,869.66,3,0,0,1,77500,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.67,0,715,0,0,0,17,0,33948,30,709,705,0,0,1,0,0,7,3443,0,0,111,232,51,7,0,55,0,7,0,0,3,6,22,0,1,100,0,0,87285,24100,28704,0,2,1,2,0,11580,67,1,0,1,75.7,0,10,64
6000,36,13.67,204.11,1,0,0,1,42000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21.2,0,670,0,0,71,8,2,4176,11,709,705,0,0,0,0,0,14,4206,0,0,39,135,1,1,0,1,0,3,0,0,4,5,6,0,4,100,0,2,43146,6600,36246,2,2,0,4,5,2397,78,2,2,3,58.7,0,9,81
25000,60,17.57,629.01,3,0,0,1,62000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38.29,1,680,0,10,0,16,0,30203,38,709,705,0,0,0,0,0,1,15255,0,0,103,112,13,1,2,13,0,15,10,0,3,16,20,0,2,97.2,0,0,280350,27100,75747,1,4,2,2,2,8278,67,0,9,0,67.2,0,10,76
14600,36,8.49,460.82,0,1,0,0,67000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19.63,0,695,0,0,0,10,0,15005,24,759,755,0,0,0,0,0,15,2270,0,0,149,120,11,11,1,11,0,2,0,0,3,7,16,0,1,100,0,0,72730,33700,25030,0,2,0,1,3,4701,31,2,3,1,34.8,0,4,31
16000,60,16.55,393.79,3,0,0,1,60000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,34.36,1,715,0,17,0,7,0,26659,31,564,560,0,0,0,0,0,17,6676,0,0,126,126,27,17,1,31,0,10,0,0,2,16,13,0,0,96.8,0,0,84792,35400,43892,0,2,0,1,0,20585,51,1,4,1,58.4,0,10,76
13600,60,15.77,329.07,3,0,0,1,123000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.33,0,700,3,57,0,11,0,10809,28,804,800,0,57,0,0,54,6,20674,0,0,126,158,4,4,2,35,57,2,57,4,1,5,21,0,2,81.5,0,0,293636,10000,33936,2,3,1,3,2,8860,63,1,0,3,88.6,0,10,83
1500,36,9.8,48.27,0,0,1,0,93000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,33.4,1,705,0,23,0,15,0,73411,31,659,655,0,0,1,0,0,4,22156,0,0,243,307,19,4,3,19,0,0,0,0,6,9,16,0,1,96.8,0,0,396354,73300,23040,1,2,1,1,1,20763,87,0,0,0,92.4,0,3,77
10000,36,7.91,312.95,2,0,0,1,105000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.42,1,675,0,17,0,5,0,13406,12,684,680,0,0,0,0,0,18,7063,0,0,126,131,49,18,0,49,0,18,0,0,3,3,9,0,0,91.7,0,0,42196,13000,26996,0,1,0,1,0,10542,84,0,0,0,93.6,0,10,81
9000,36,17.97,325.24,3,1,0,0,50000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30.68,0,680,1,0,0,8,0,5278,11,709,705,0,0,0,0,203,10,21889,0,0,39,108,5,5,2,5,0,0,0,0,2,4,5,0,3,100,0,0,197661,3500,69821,1,3,1,2,2,472,69,1,4,5,17.1,0,9,79
20000,36,6.24,610.62,1,1,0,0,130000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10.91,0,725,1,0,0,13,0,99219,23,739,735,0,0,1,0,129,13,30313,0,0,145,189,5,5,2,5,0,5,0,0,4,5,15,0,2,100,0,0,443938,66200,29738,1,2,0,2,2,7790,45,0,4,1,28.9,0,10,87
23175,60,18.49,594.69,3,0,0,1,61000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,22.21,1,670,0,19,0,17,0,36291,49,684,680,0,41,0,0,0,11,8822,0,0,170,168,7,7,0,78,0,7,19,5,8,31,18,0,2,86.4,0,0,154910,30500,108210,0,4,1,1,3,6798,81,0,3,1,68.3,0,0,104
15000,36,11.48,494.5,0,0,0,1,50000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,14.07,0,670,1,0,0,14,0,17653,20,569,565,0,0,1,0,0,0,1261,0,0,0,126,4,4,0,20,0,4,0,0,6,0,20,0,2,100,0,0,43300,22100,0,1,0,0,0,5,5884,41,0,0,1,74.2,0,3,51
15000,60,14.85,355.67,2,1,0,0,77500,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22.87,0,670,0,0,0,20,0,20399,28,624,620,0,0,1,0,0,7,13533,0,0,145,123,7,7,2,7,0,7,0,0,5,7,19,0,6,100,0,0,281238,13300,49736,0,2,2,3,9,2899,61,3,0,7,77.4,0,0,91
15675,36,12.59,525.07,1,0,0,1,41864,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22.68,1,690,0,15,0,10,0,11023,16,579,575,0,15,0,0,0,10,2643,0,0,172,157,9,9,1,29,0,11,0,1,2,5,10,1,3,93.7,0,0,48231,8900,18531,0,1,1,2,3,6785,55,0,0,1,79.5,0,8,83
23000,36,12.59,770.43,1,0,0,1,95000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19.43,0,680,1,79,0,12,0,12866,22,514,510,0,79,0,0,0,3,5621,0,0,116,137,5,3,0,5,0,0,0,1,5,10,11,0,3,90.5,0,0,84407,15300,65807,2,3,1,4,3,4723,80,2,1,2,84.1,0,0,83
2200,36,11.22,72.26,0,1,0,0,80906,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,5.46,5,670,1,10,0,7,0,6375,17,674,670,0,16,1,0,0,124,20255,0,0,124,164,4,4,3,4,16,4,10,2,3,1,13,2,2,70.6,0,0,196800,33000,0,1,0,0,0,4,3275,13,0,1,3,18.6,0,10,73
12000,60,12.59,270.53,2,0,0,1,59245,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.44,0,690,0,0,0,7,0,12823,13,559,555,0,0,1,0,0,67,2137,0,0,140,142,37,37,0,37,0,0,0,0,4,3,10,0,0,100,0,0,14800,11100,0,0,0,0,0,0,3695,87,0,0,0,93.7,0,0,76
27125,60,13.44,623.31,2,1,0,0,65000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.65,1,685,0,7,0,27,0,21979,33,589,585,0,0,1,0,0,6,7784,0,0,122,112,9,6,1,56,0,7,7,0,5,13,19,0,2,97,0,0,255748,25000,86816,1,12,1,3,1,8666,59,0,2,2,64.9,0,8,59
2500,36,12.59,83.75,1,1,0,0,32000,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.69,0,660,0,55,0,9,0,12615,19,704,700,0,0,0,0,0,17,19279,0,0,150,127,12,12,1,50,55,2,55,0,2,4,14,0,1,94.7,0,0,189071,1300,19579,0,1,0,1,2,684,64,1,2,2,88.3,0,5,57
18000,36,7.89,563.15,2,1,0,0,110000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.73,0,680,0,29,0,8,0,30751,19,549,545,0,0,0,0,283,16,31952,0,0,174,193,6,6,2,25,0,7,0,0,2,10,7,0,1,89.5,0,0,304997,22800,64665,1,2,0,2,3,16780,72,0,1,1,81.6,0,10,71
16950,36,9.17,540.35,0,0,0,1,53854,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13.19,0,675,0,0,0,9,0,10803,14,659,655,0,0,1,0,0,13,1876,0,0,124,172,8,8,0,9,0,5,0,0,5,4,10,0,2,100,0,0,25800,12300,8300,0,1,0,2,3,4358,65,1,0,2,81.4,0,3,73
28000,60,18.99,726.19,4,0,0,1,90000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,36.19,1,670,1,22,0,16,0,73510,28,609,605,0,22,0,0,0,14,6347,0,0,165,329,2,2,2,2,0,5,29,3,8,4,21,1,2,89.3,0,0,145936,71600,58336,1,3,0,1,3,23031,65,2,0,4,100.6,0,5,37
20000,36,6.99,617.46,2,1,0,0,130000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32.94,0,750,0,0,0,25,0,47382,41,684,680,0,0,0,0,0,12,27734,0,0,160,185,16,12,3,16,0,8,0,0,6,20,18,0,1,100,0,0,839159,91500,348066,0,11,1,1,2,25377,59,0,0,1,28.8,0,10,80
11050,60,14.85,262.01,2,1,0,0,60000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27.18,2,680,0,20,0,11,0,10569,41,539,535,0,20,1,0,0,6,19005,0,0,135,211,4,4,3,4,54,6,54,3,4,10,28,2,3,82.9,0,0,203347,11500,93274,2,3,2,5,3,5926,86,1,0,3,82,0,5,90
35000,36,7.91,1095.33,1,1,0,0,78000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11.31,0,750,0,0,0,15,0,36351,24,764,760,0,0,1,0,0,87,21211,0,0,105,272,15,15,3,15,0,0,0,0,6,2,19,0,0,100,0,0,369080,56100,0,0,0,0,0,1,10734,45,0,1,0,56,0,3,85
12000,36,5.32,361.38,2,1,0,0,70000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,18.84,1,705,1,14,0,17,0,8274,40,724,720,0,25,0,0,0,32,4907,0,0,123,258,5,5,1,5,0,5,14,8,5,17,22,0,3,77.5,0,0,102235,24800,71835,1,5,0,0,4,3993,77,1,1,2,28.9,0,8,98
9800,36,14.48,337.23,1,0,1,0,35600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29.8,1,705,0,17,0,7,0,1462,17,534,530,0,67,0,0,0,17,2175,0,0,157,167,0,0,0,38,0,20,17,1,1,12,5,0,1,93.3,0,0,28766,1500,24166,1,3,0,3,2,1142,53,0,1,0,76.1,0,10,57
28000,36,6.24,854.87,1,1,0,0,75000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,20.91,0,730,1,0,0,16,0,23292,45,659,655,0,0,1,0,0,63,11540,0,0,136,143,5,5,1,5,0,6,0,0,10,3,40,0,3,100,0,0,257101,46000,41577,3,1,0,0,4,6158,42,2,2,1,50.6,0,0,56
6000,36,9.17,191.28,0,1,0,0,101947,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8.13,3,675,2,11,0,13,0,8959,27,674,670,0,11,0,0,0,36,9067,0,0,141,109,3,3,4,7,11,3,11,0,6,8,15,1,3,77.8,0,0,152527,10500,11627,2,1,0,0,5,1673,31,0,1,3,52.5,0,10,3
24000,60,11.22,524.46,0,0,0,1,65000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.3,0,670,0,65,82,7,1,7437,19,729,725,0,65,0,0,0,12,2971,0,0,139,182,10,10,1,26,0,6,0,1,3,6,11,0,2,94.7,1,0,48024,21600,15724,0,1,1,1,2,2947,43,0,0,4,27.7,0,10,85
4200,36,9.76,135.05,0,0,0,1,47000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,19.28,0,675,1,0,80,12,1,4663,33,714,710,0,0,0,0,0,5,1395,0,0,132,246,10,5,1,16,0,2,0,0,2,6,26,0,3,100,1,0,32425,4800,18825,1,3,2,2,5,2747,47,0,0,3,88.9,0,10,57
20000,60,10.78,432.66,0,1,0,0,65000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,24.31,0,740,3,0,0,17,0,45144,35,794,790,0,0,1,0,0,18,19124,0,0,133,205,5,5,2,5,0,3,0,0,7,7,24,0,3,100,0,0,383622,63800,33772,1,1,0,1,5,12350,53,4,0,4,44.2,0,10,78
35000,60,17.86,886.11,3,1,0,0,128000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,15.08,0,665,0,0,0,17,0,46835,24,754,750,0,0,1,0,0,30,3713,0,0,105,113,6,6,1,7,0,13,0,0,11,2,21,0,2,100,0,0,77336,41800,24836,1,1,0,0,3,9962,82,0,0,0,96.6,0,2,66
15500,36,14.85,536.18,1,1,0,0,50000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25.54,2,665,0,4,0,9,0,6170,24,699,695,0,38,0,0,0,4,10874,0,0,256,169,5,4,3,5,4,0,4,1,2,8,13,0,2,82.6,0,0,157845,5000,29961,2,4,1,1,1,2265,43,0,0,0,69.8,0,4,33
13000,36,10.64,423.4,0,0,0,1,48000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20.02,0,675,0,0,0,11,0,12057,16,729,725,0,0,1,0,264,7,3418,0,0,75,95,7,7,0,58,0,7,0,0,2,2,13,0,2,100,0,0,49435,8900,22107,0,1,1,1,1,3967,69,0,0,1,68.8,0,7,92
30000,60,17.57,754.81,3,1,0,0,130000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,22.62,0,695,1,0,0,14,0,35508,56,709,705,0,0,1,0,50,8,7049,0,0,175,240,16,5,1,16,0,3,0,0,5,16,38,0,3,100,0,0,122740,45100,77598,1,4,2,4,2,9540,63,4,4,10,78.7,0,1,54
10000,36,7.89,312.86,1,0,1,0,24000,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13.2,0,720,0,0,0,6,0,10808,7,799,795,0,0,1,0,0,90,11657,0,0,90,120,107,44,1,107,0,0,0,0,2,1,2,0,0,100,0,0,62162,11200,0,0,0,0,0,0,6753,96,0,0,0,96.5,0,7,79
28000,60,13.67,646.74,2,1,0,0,132000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.46,0,730,2,0,0,9,0,41817,33,744,740,0,0,1,0,0,14,60272,0,0,102,363,4,4,5,4,0,0,0,0,4,3,25,0,2,100,0,0,524280,51200,46080,2,2,0,1,3,21562,69,1,0,3,65.1,0,10,70
6000,36,7.26,185.98,2,0,1,0,85000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,14.12,0,720,0,0,0,17,0,15337,26,749,745,0,0,0,0,0,9,3218,0,0,80,37,11,9,0,26,0,9,0,0,2,20,6,0,2,100,0,0,75766,13700,47766,0,11,1,1,2,2236,68,0,0,2,29.1,0,6,82
4500,36,9.17,143.46,0,0,0,1,20000,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10.07,0,715,0,0,0,4,0,4018,11,759,755,0,0,0,0,0,68,7523,0,0,76,62,23,23,0,23,0,0,0,0,2,7,4,0,0,100,0,0,34070,6800,27270,0,2,0,0,1,2192,88,0,0,0,59.1,0,0,96
8000,36,8.38,252.1,0,0,1,0,87000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,18.39,1,680,0,10,0,8,0,9547,30,719,715,0,10,0,0,0,0,6227,0,0,148,128,2,2,2,2,0,2,38,0,2,15,12,1,2,83.3,0,0,63919,8600,52815,2,5,2,3,4,1759,90,2,0,6,89,0,8,58
